Ano Letivo;RA;Fase;Turma;Nome;Idade;Gênero;Ano ingresso;Instituição de ensino;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP;Mat;Por;Ing;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;Atingiu PV;REC AV
2023;RA-178;4;4A;Aluno-178;12;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,4;4;7,9;8,7;2,5;5,9;8,4;10;7,7;6,3;5,8;5,5;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-86;5;K;Aluno-86;16;Masculino;2016;Rede Decisão;Ametista;7,6;4;7,5;9,6;5,6;6,7;8,5;5;8,3;6,2;7,2;6,9;Fase 6 ;-1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-405;2;K;Aluno-405;13;Masculino;2016;Escola Pública;Quartzo;5,7;3;9,5;6,2;5;3,3;6;5;6,5;2,7;3,8;3,4;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-336;3;3B;Aluno-336;14;Masculino;2016;Pública;Quartzo;5,9;4;0;7,5;6,9;5,1;7,3;5;7,3;6,7;5,2;3,3;Fase 4 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-91;6;6L;Aluno-91;12;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,4;4;10;7,4;6,9;7,4;7,5;5;7,8;9,5;5;7,7;Fase 7 ;-1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-92;6;6L;Aluno-92;12;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,4;4;9,6;9,4;5,6;6,7;7;5;7,2;8,7;4,8;6,7;Fase 7 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-119;4;B;Aluno-119;14;Feminino;2016;Rede Decisão;Ametista;7,5;4;8,3;8,2;5,6;5,4;7,9;10;8,1;5,7;7;3,4;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-124;4;B;Aluno-124;14;Masculino;2016;Rede Decisão;Ametista;7,4;4;7,9;7,8;5;6,7;7,2;10;7,7;5,7;7;7,5;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-497;2;2A;Aluno-497;12;Feminino;2016;Privada - Programa de apadrinhamento;Quartzo;5,7;3;5,3;8,7;2,5;3,5;6,9;5;6,2;1,7;5,3;3,5;Fase 4 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-241;4;4F;Aluno-241;12;Masculino;2016;Privada - Programa de Apadrinhamento;Ametista;7;4;0;9,9;2,5;7,5;9,5;5;8,8;9,3;7;6,2;Fase 5 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2023;RA-106;5;5A;Aluno-106;15;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,8;4;7,9;9,1;5;7,3;7,5;10;7;6,7;6,8;8,3;Fase 5 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-193;3;B;Aluno-193;12;Masculino;2016;Rede Decisão;Topázio;8,2;4;9,2;8,9;5,6;6,7;8,5;10;9;5;6,3;8,7;Fase 3 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2022;RA-178;3;A;Aluno-178;13;Feminino;2016;Rede Decisão;Agata;7;4;0;8,8;4,4;6,3;8,5;10;8,4;6,2;5,3;7,3;Fase 3 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2023;RA-112;5;5A;Aluno-112;12;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,1;4;6,7;8,1;5;7,4;7,9;5;8;7,3;6,5;8,3;Fase 6 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-267;4;4H;Aluno-267;16;Feminino;2016;Pública;Agata;5,6;4;7,9;7,7;5;2,7;6,5;5;4,7;2,7;4;1,3;Fase 6 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-245;4;4F;Aluno-245;12;Masculino;2016;Privada - Programa de Apadrinhamento;Ametista;7,2;4;0;10;2,5;8,1;9,6;5;8,8;9,3;7,8;7,3;Fase 5 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2023;RA-131;5;5F;Aluno-131;16;Feminino;2016;Pública;Quartzo;6;4;8,3;7,8;5;2,2;6,8;5;7,7;0;3;3,5;Fase 6 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-27;7;7A;Aluno-27;12;Masculino;2016;Privada - Programa de Apadrinhamento;Ametista;7,9;4;6,7;7,7;6,9;6,9;8,9;10;8,6;7;5,8;8;Fase 7 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2023;RA-133;5;5F;Aluno-133;16;Feminino;2016;Pública;Agata;6,2;4;7,5;7,9;2,5;5,3;6,5;5;7,2;5;4,3;6,7;Fase 6 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-137;5;5F;Aluno-137;17;Feminino;2016;Privada - Programa de Apadrinhamento;Quartzo;5,9;4;7,1;6,3;2,5;6;6,9;5;6,4;7,3;4,5;6,2;Fase 7 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-138;4;F;Aluno-138;15;Masculino;2016;Escola Pública;Agata;6,7;4;9,6;8;5,6;5,6;6,4;5;6,8;5;6,5;5,2;Fase 5 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-137;4;F;Aluno-137;17;Feminino;2016;Rede Decisão;Ametista;7,1;4;7,5;8,9;5;7,3;7,8;2,5;8;6;7,3;8,5;Fase 7 ;-3;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-241;3;F;Aluno-241;14;Masculino;2016;Rede Decisão;Topázio;8,5;4;10;10;7,5;7,7;9,1;5;8,9;8,2;7,5;7,3;Fase 4 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2022;RA-133;4;F;Aluno-133;15;Feminino;2016;Escola Pública;Agata;6,9;4;7,9;7,1;7,5;5,6;7,6;5;8;4,7;7,2;5;Fase 5 ;-1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-131;4;F;Aluno-131;15;Feminino;2016;Escola Pública;Ametista;7,2;4;8,8;9;5,6;5,6;7,8;5;7,8;6;6,5;4,2;Fase 5 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-245;3;F;Aluno-245;14;Masculino;2016;Rede Decisão;Topázio;8,7;4;10;9,9;7,5;8,4;9,2;5;9,5;8,3;8,2;8,8;Fase 4 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2023;RA-138;4;4F;Aluno-138;16;Masculino;2016;Pública;Agata;6,8;4;10;7,9;6,3;4,3;7,4;5;7,3;4;3,7;5,2;Fase 6 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-40;5;A;Aluno-40;16;Feminino;2016;Rede Decisão;Ametista;7,2;3;7,9;7,8;7,5;6,8;7,8;5;6,8;4,7;7,3;8,4;Fase 6 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-497;1;B;Aluno-497;13;Feminino;2016;Rede Decisão;Agata;6,3;3;6,9;9,2;5;5,1;5,8;5;5,9;4,2;6;5,1;Fase 3 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-11;7;A;Aluno-11;18;Feminino;2016;Escola Pública;Quartzo;5,3;4;9,2;4,2;5;3;6,4;5;6,6;1,8;2,5;4,5;Fase 8 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-34;6;A;Aluno-34;17;Masculino;2016;Rede Decisão;Agata;6,3;4;9,6;4,8;8,1;3,8;7,3;5;8,5;4,7;4;2,8;Fase 7 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-34;8;8E;Aluno-34;12;Masculino;2016;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-13;8;8E;Aluno-13;18;Masculino;2016;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-93;7;7E;Aluno-93;16;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,4;0;7,9;8,5;3,1;6,2;8;10;7,8;6,2;6,4;6,6;Fase 6 ;1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-119;7;7E;Aluno-119;15;Feminino;2016;Privada - Programa de Apadrinhamento;Ametista;7,2;0;6,7;8,9;2,5;6,8;7,9;10;7,9;6,2;6,4;6,6;Fase 5 ;2;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-5;7;A;Aluno-5;17;Feminino;2016;Rede Decisão;Ametista;7,4;4;7,9;8,6;5,6;5,2;7,4;10;8,1;7;2,9;5,7;Fase 7 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-13;7;A;Aluno-13;18;Masculino;2016;Escola Pública;Agata;6,9;4;7,9;7,4;7,5;4,7;8,1;5;8,2;3,5;5,5;5,2;Fase 8 ;-1;Melhorar entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-336;2;A;Aluno-336;13;Masculino;2016;Escola Pública;Agata;6,8;3;9,5;8,5;4,4;5,1;7,9;5;6,1;4,5;5,7;5,1;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-1;8;8E;Aluno-1;20;Feminino;2016;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-3;7;A;Aluno-3;17;Feminino;2016;Rede Decisão;Agata;6,6;4;0;7,9;5,6;5,6;7,6;10;8,2;5,8;4;6,9;Fase 7 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2022;RA-27;6;A;Aluno-27;17;Masculino;2016;Rede Decisão;Ametista;7,1;4;0;7,6;8,1;8;9,1;5;8,5;7,7;6,3;10;Fase 7 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2023;RA-86;7;7E;Aluno-86;12;Masculino;2016;Privada *Parcerias com Bolsa 100%;Ametista;8,1;0;8,3;8,7;6,9;7,1;7,7;10;7,9;6,2;6,4;6,6;Fase 7 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-5;8;8E;Aluno-5;12;Feminino;2016;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-2;8;8E;Aluno-2;18;Feminino;2017;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-240;3;F;Aluno-240;13;Feminino;2017;Rede Decisão;Agata;6,9;4;7,1;8,1;5;4,7;7;10;7,3;6,3;5;2,8;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-81;5;5L;Aluno-81;15;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,5;4;9,6;8,8;2,5;6,3;7,2;10;7,8;8,7;4,7;5,5;Fase 5 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-340;2;B;Aluno-340;11;Masculino;2017;Escola Pública;Ametista;7,7;3;9;8,2;7,5;6,5;7,7;10;5,7;6;7;6,5;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-202;4;4C;Aluno-202;12;Feminino;2017;Pública;Agata;6,8;4;8,8;7,9;2,5;5,9;8;5;8;6,3;4,8;6,7;Fase 5 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-123;4;B;Aluno-123;16;Masculino;2017;Rede Decisão;Ametista;7,1;4;7,9;8,6;5,6;6,5;7,3;5;7,7;7,3;6,3;5,9;Fase 6 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-240;4;4F;Aluno-240;12;Feminino;2017;Privada - Programa de Apadrinhamento;Agata;6,3;4;7,1;6,7;2,5;4,8;6,9;10;6,9;7;3,3;4,2;Fase 4 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-158;5;5M;Aluno-158;12;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,3;4;7,1;9;2,5;6;7,5;10;8,3;6;5,7;6,3;Fase 4 ;1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-39;6;A;Aluno-39;16;Feminino;2017;Rede Decisão;Agata;6;4;0;4,8;6,9;6,9;6,1;10;7,5;7,7;5,1;7,8;Fase 6 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-259;3;G;Aluno-259;16;Masculino;2017;Escola Pública;Quartzo;4,2;4;8,8;2,9;7,5;0,9;4,6;2,5;6,4;0;2,7;0,2;Fase 6 ;-3;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-110;4;A;Aluno-110;14;Masculino;2017;Rede Decisão;Topázio;8,2;4;9,2;9,7;5,6;6,7;8;10;8,4;8,3;5,7;6;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido com bolsa
2023;RA-195;4;4A;Aluno-195;12;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,6;4;7,1;9,2;2,5;6;8,8;10;8,4;6,3;6,2;5,5;Fase 4 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-332;2;A;Aluno-332;13;Masculino;2017;Rede Decisão;Ametista;7,9;3;9,5;9;8,1;7,5;8,5;5;6,4;7,5;7,5;7,5;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2023;RA-165;5;5M;Aluno-165;12;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,6;4;6,7;9,2;2,5;7,3;7,8;10;8,1;7,3;6,2;8,3;Fase 5 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-554;1;G;Aluno-554;12;Masculino;2017;Escola Pública;Quartzo;5,6;2;7,9;6;6,9;4;5,8;5;4,6;1,7;6,3;4;Fase 3 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-249;3;G;Aluno-249;14;Masculino;2017;Escola Pública;Quartzo;5,1;4;6,7;7,4;5;2,9;4,3;5;5,1;2,3;4,2;2,2;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-141;4;F;Aluno-141;14;Masculino;2017;Escola Pública;Ametista;7,1;4;9,2;8,2;5,6;5,7;5,9;10;6,6;5,8;6,2;5;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-38;6;A;Aluno-38;17;Feminino;2017;Rede Decisão;Topázio;8,5;4;9,2;8,9;7,5;8,6;9,8;5;8,7;9;7;9,7;Fase 7 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2022;RA-144;4;F;Aluno-144;14;Feminino;2017;Rede Decisão;Topázio;8,2;4;7,5;9,3;5;7,9;8,3;10;8,5;7,5;7,2;9;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2022;RA-2;7;A;Aluno-2;17;Feminino;2017;Rede Decisão;Ametista;7,1;4;8,8;5,2;6,3;6,8;6,8;10;8,3;6,3;4,5;9,7;Fase 7 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-123;5;5A;Aluno-123;17;Masculino;2017;Privada - Programa de Apadrinhamento;Agata;6,1;4;0;9,4;5;5,7;6,8;5;6,9;5;5,3;6,7;Fase 7 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-110;5;5A;Aluno-110;15;Masculino;2017;Privada - Programa de Apadrinhamento;Topázio;8,1;4;8,3;8,6;5;7,5;8,3;10;8,8;8,3;6,2;8;Fase 5 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-195;3;B;Aluno-195;13;Feminino;2017;Rede Decisão;Ametista;8;4;8,8;9,2;5;6,3;8,2;10;8,8;6,8;6,3;5,8;Fase 3 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-4;7;A;Aluno-4;17;Masculino;2017;Rede Decisão;Quartzo;6;4;8,8;4,5;5,6;5;5,3;10;6;2,8;3,5;8,7;Fase 7 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-276;4;4M;Aluno-276;12;Feminino;2017;Privada - Programa de Apadrinhamento;Agata;6,7;4;6,3;8,5;2,5;5,5;6,6;10;7;3,7;4,7;8;Fase 4 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-198;3;B;Aluno-198;13;Masculino;2017;Escola Pública;Quartzo;5,6;4;0;6,2;5;4,6;6;10;7,4;5,2;5,8;2,8;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-202;3;B;Aluno-202;14;Feminino;2017;Escola Pública;Quartzo;5,2;4;0;5,2;4,4;5,4;6,9;5;7,6;6,3;5,8;4,2;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-165;4;L;Aluno-165;14;Feminino;2017;Rede Decisão;Topázio;8,1;4;7,1;9,8;5,6;7,6;7,5;10;8,5;5,3;7,8;9,7;Fase 4 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-228;3;E;Aluno-228;15;Feminino;2017;Escola Pública;Agata;6,2;4;7,5;6,7;7,5;4,8;6,4;5;6,2;3;6;5,3;Fase 5 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-144;5;5F;Aluno-144;14;Feminino;2017;Privada - Programa de Apadrinhamento;Quartzo;5;4;0;5,2;2,5;4,4;6;10;6,2;3,3;2,5;7,3;Fase 4 ;1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-145;4;4H;Aluno-145;17;Masculino;2017;Pública;Agata;6,5;4;7,9;9;4,7;6,2;7,5;2,5;8;5,3;6;7,2;Fase 7 ;-3;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2022;RA-517;1;D;Aluno-517;12;Feminino;2017;Escola Pública;Ametista;7,6;3;6,9;9,5;7,5;7,7;7,8;5;6,6;7,8;7,5;7,8;Fase 3 ;-2;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-158;4;L;Aluno-158;17;Feminino;2017;Rede Decisão;Ametista;7,3;4;7,9;9,8;5,6;6,6;8,1;2,5;8;5;6,7;8,1;Fase 7 ;-3;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-397;4;4G;Aluno-397;15;Feminino;2017;Pública;Agata;6,2;4;7,5;7,9;2,5;4,6;7,5;5;7,2;6,7;5;2;Fase 5 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2023;RA-70;5;5C;Aluno-70;17;Feminino;2017;Pública;Agata;6,9;4;9,2;9,2;5;4,3;7,5;5;7,5;3;3,5;6,3;Fase 7 ;-2;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-154;4;L;Aluno-154;15;Masculino;2017;Escola Pública;Agata;6,1;4;8,3;6,1;6,3;4;6,8;5;7,6;3,7;6,2;2,1;Fase 5 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-141;4;4F;Aluno-141;15;Masculino;2017;Pública;Agata;6,7;4;9,6;8,4;5,6;4,5;7;5;7;6;5,3;2,3;Fase 5 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-7;7;A;Aluno-7;18;Masculino;2017;Rede Decisão;Agata;6,8;4;0;8,4;7,5;7,6;7,7;5;8,1;8,2;5,7;9;Fase 8 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2023;RA-7;8;8E;Aluno-7;12;Masculino;2017;Privada *Parcerias com Bolsa 100%;Quartzo;4,7;0;8,4;0;0;6,4;7,2;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-340;2;2B;Aluno-340;12;Masculino;2017;Pública;Ametista;7,1;3;0;9,6;2,5;8,9;8,5;5;9,2;9;8,7;9;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2022;RA-145;4;H;Aluno-145;16;Masculino;2017;Escola Pública;Quartzo;5,8;4;0;6,3;8,1;5,2;7,2;5;7,5;3;4,8;7,8;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-517;2;2D;Aluno-517;13;Feminino;2017;Pública;Agata;6,3;3;4,1;9;2,5;6,6;6,7;5;6,9;4,5;8,7;6,6;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-98;5;L;Aluno-98;15;Feminino;2017;Rede Decisão;Topázio;9,4;4;8,8;10;9,4;8,5;9,7;10;9,4;8,4;8,2;8,9;Fase 5 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2022;RA-113;4;A;Aluno-113;15;Feminino;2017;Rede Decisão;Quartzo;3;4;0;0;5;3,7;3,8;5;5;3,3;5,5;2,3;Fase 5 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2022;RA-70;5;C;Aluno-70;16;Feminino;2017;Escola Pública;Quartzo;5,7;4;8,8;6,6;5;2,9;6,1;5;7;5,7;2,9;0,2;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-332;3;3A;Aluno-332;12;Masculino;2017;Privada - Programa de Apadrinhamento;Topázio;8;4;9,2;8,4;8,8;6,8;9,2;5;8,3;6,3;7,7;6,5;Fase 4 ;-1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-76;5;F;Aluno-76;15;Feminino;2017;Rede Decisão;Topázio;9,1;4;10;9,1;8,1;8,7;9,3;10;8,7;9,3;8,3;8,4;Fase 5 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2023;RA-57;6;6A;Aluno-57;12;Masculino;2017;Privada - Programa de Apadrinhamento;Agata;6,5;4;0;8;5,6;7,2;7,8;5;8;7,8;6,8;7;Fase 7 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2022;RA-97;5;L;Aluno-97;15;Feminino;2017;Rede Decisão;Ametista;7,5;4;7,5;8,8;5;6,9;6,3;10;8,5;5,3;6,7;8,8;Fase 5 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-58;6;6A;Aluno-58;12;Masculino;2017;Privada - Programa de Apadrinhamento;Ametista;7,7;4;0;9,7;6,3;8,1;8,4;10;8,4;7,8;6,5;10;Fase 6 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2022;RA-397;2;J;Aluno-397;14;Feminino;2017;Escola Pública;Quartzo;5,9;3;9;5,7;6,9;2,8;7,2;5;6,7;3,3;2,3;2,8;Fase 4 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-384;2;I;Aluno-384;12;Feminino;2017;Escola Pública;Ametista;7,6;3;9;8,4;6,3;8,1;8;5;6,7;8;8,2;8,1;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-382;2;I;Aluno-382;14;Masculino;2017;Escola Pública;Agata;6,8;3;9;7,7;6,3;5,4;7,3;5;6,9;4;6,8;5,4;Fase 4 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-249;3;3F;Aluno-249;12;Masculino;2017;Pública;Quartzo;5,4;4;0;8,2;5;4,9;6,5;5;5,2;6,2;5,3;3,2;Fase 5 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-380;3;3F;Aluno-380;14;Masculino;2017;Pública;Quartzo;4,9;4;0;6,4;2,5;4,5;6,5;5;6,7;7;4;2,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-80;5;K;Aluno-80;16;Feminino;2017;Rede Decisão;Ametista;7,3;4;9,2;8,3;5;7,1;7,6;5;7,8;6,5;7,7;7,3;Fase 6 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-58;5;B;Aluno-58;15;Masculino;2017;Rede Decisão;Topázio;8,1;3;9,6;9,2;6,3;7,2;8,1;10;6,1;4,5;8;9;Fase 5 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-48;6;6A;Aluno-48;16;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,8;4;6,7;8,4;6,3;7,7;7,6;10;7,7;8,3;5,7;9;Fase 6 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-55;5;B;Aluno-55;16;Feminino;2017;Escola Pública;Agata;6,6;3;7,1;7,6;5,6;7,5;6,5;5;5,1;6,7;7,8;7,9;Fase 6 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Manter atual com bolsa
2023;RA-80;6;6L;Aluno-80;12;Feminino;2017;Privada - Programa de Apadrinhamento;Ametista;7,3;4;8,3;8,4;6,9;6,3;7,5;5;8;8,2;5,7;5;Fase 7 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-380;2;I;Aluno-380;13;Masculino;2017;Escola Pública;Quartzo;4,6;3;7,9;4,4;5;2,5;4,8;5;4,7;2,3;2,7;2,5;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-76;7;7E;Aluno-76;15;Feminino;2017;Privada *Parcerias com Bolsa 100%;Ametista;7,9;0;10;9,8;2,5;7;8,2;10;8;6,2;6,4;6,6;Fase 5 ;2;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-48;5;A;Aluno-48;15;Feminino;2017;Rede Decisão;Ametista;8;3;6,7;8,4;7,5;8,1;8,5;10;5,8;6,7;8;9,5;Fase 5 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
